text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
Peer Review Framework for Predictive Analytics in Humanitarian Response,"[0, 0, 100, 20]",1,18.0,9,0,0.0315,0.0,0.7777777777777778,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
MODEL REPORT:,"[0, 0, 100, 20]",1,26.0,2,1,0.006,0.0,1.0,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Drought Anticipatory Action Trigger in Niger,"[0, 0, 100, 20]",1,28.0,6,0,0.0195,0.0,0.8333333333333334,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Anticipatory Action Working Group, Niger","[0, 0, 100, 20]",1,16.0,5,0,0.018,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
January 2023,"[0, 0, 100, 20]",1,18.0,2,0,0.0055,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Model Report: Anticipatory Action Trigger for Drought in Niger,"[0, 0, 100, 20]",2,16.0,9,0,0.027,0.0,0.7777777777777778,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
1. Background,"[0, 0, 100, 20]",2,12.0,2,0,0.006,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
This document summarizes the documentation and findings developed in the peer review of the,"[0, 0, 100, 20]",2,11.0,14,0,0.039,0.14285714285714285,0.07142857142857142,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Anticipatory Action Trigger for Drought in Niger. The trigger mechanism was designed for an,"[0, 0, 100, 20]",2,11.0,14,0,0.039,0.14285714285714285,0.42857142857142855,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
anticipatory action framework coordinated by OCHA. The goal of the trigger mechanism is to,"[0, 0, 100, 20]",2,11.0,14,0,0.0385,0.14285714285714285,0.14285714285714285,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
detect increased drought risk in Niger and trigger the release of funds from the Central,"[0, 0, 100, 20]",2,11.0,15,0,0.037,0.13333333333333333,0.13333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
