text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label,model_labels,confidence_score,predicted_category
Parsippany -Troy Hills STEM Pathways,"[0, 0, 100, 20]",1,28.01,5,0,0.016,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,1.0,Title/Heading
"Mission Statement: To provide PTHSD high school students with the opportunity to concentrate their studies, beyond those required in high school, in the areas of science, technology, engineering, and mathematics, and expose students to relevant real world experiences through project work, conferences and presentations to enhance their high school experience.","[0, 0, 100, 20]",1,12.4,50,0,0.1555,0.1,0.08,0,0,-20.0,0.0,1,0,2.01,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,,0,0.9999999998968063,Text/Paragraph
Goals:,"[0, 0, 100, 20]",1,14.01,1,0,0.003,0.0,1.0,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9999999969660645,Title/Heading
"Inspire keen interest in mathematics, science, engineering, and technology, develop strong scholarship in the subject and promote the enjoyment of these studies in high school.","[0, 0, 100, 20]",1,11.51,25,0,0.076,0.08,0.04,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,,0,0.9999720341929467,Text/Paragraph
Expose students to potential career opportunities in the field. Encourage students to pursue higher education and major in STEM careers.,"[0, 0, 100, 20]",1,11.51,20,0,0.0585,0.05,0.15,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,0,0.999914383127327,Text/Paragraph
Promote interactions with STEM professionals to learn about future opportunities.,"[0, 0, 100, 20]",1,11.51,10,0,0.036,0.1,0.2,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,,0,0.7176961246439699,Text/Paragraph
Support field experiences connected to the world outside of the school building.,"[0, 0, 100, 20]",1,11.51,12,0,0.0345,0.0833333333333333,0.0833333333333333,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,,0,0.6473749189948601,Text/Paragraph
"Signal to employers, universities, training programs, and military that a student has completed a comprehensive course of study in a specialized area.","[0, 0, 100, 20]",1,11.51,22,0,0.0645,0.1363636363636363,0.0454545454545454,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,,0,0.9999262241770198,Text/Paragraph
"Cultivate transferable work habits such as perseverance, goal setting, and self-direction.","[0, 0, 100, 20]",1,11.51,11,0,0.04,0.0,0.0833333333333333,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,,0,0.9260166073148546,Text/Paragraph
PATHWAY OPTIONS REGULAR PATHWAY 4 credits of Math 4 credits of Science 4 credits of STEM-designated electives Maintain an overall 2.85 GPA Participate in a minimum of 3 STEM presentations/conferences each year with a required minimum total of 12 presentations/conferences throughout the 4 years . * Join and actively participate in a STEM-related extracurricular activity or club every year of attendance. DISTINCTION PATHWAY 4 credits of Math - At least one math course should be an AP Math class. 4 credits of Science- At least one science course should be an AP Science class. 4 credits of STEM-designated electives One must be a Computer Science/Technology Class Maintain an overall 3.5 GPA Participate in a minimum of 3 STEM presentations/conferences a year with a required minimum total of 12 presentations/conferences throughout the 4 years. Join and actively participate in a STEM-related extracurricular activity or club every year of attendance. Either participate in an internship or design and implement a community impact project.,"[0, 0, 100, 20]",1,11.38,161,0,0.4415,0.0443037974683544,0.2130177514792899,0,0,-20.0,0.0,1,0,4.300000000000001,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,0,1.0,Text/Paragraph
