text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label,model_labels,predicted_category,confidence_score
"Revised January 10, 2014","[0, 0, 100, 20]",1,12.0,4,0,0.0105,0.25,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.547098198994398
J UDICIAL I NTERN H IRING I NFORMATION,"[0, 0, 100, 20]",1,14.04,8,1,0.0155,0.125,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9999999999519227
"Lorna G. Schofield, United States District Judge","[0, 0, 100, 20]",1,12.0,7,0,0.021,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9501146332654977
Chambers Contact Information :,"[0, 0, 100, 20]",1,12.0,4,0,0.0135,0.0,1.0,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9955688184236616
United States District Court,"[0, 0, 100, 20]",1,12.0,4,0,0.0125,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9900914026054988
Southern District of New York,"[0, 0, 100, 20]",1,12.0,5,0,0.0125,0.0,0.8,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.963535156768092
"40 Centre Street, Room 201","[0, 0, 100, 20]",1,12.0,5,0,0.011,0.0,0.6,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,0,Text/Paragraph,0.8482562013589658
"New York, NY 10007","[0, 0, 100, 20]",1,12.0,4,0,0.0075,0.0,0.75,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.7193251553312208
212 805-0288,"[0, 0, 100, 20]",1,12.0,2,0,0.0055,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,0,Text/Paragraph,0.5763936872588504
Positions : Judge Schofield hires first- and second-year law students as interns during the school,"[0, 0, 100, 20]",1,12.0,15,0,0.042,0.0714285714285714,0.2,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,0,Text/Paragraph,0.9740976404747856
"year and for summer employment. During the school year, interns must be available for a","[0, 0, 100, 20]",1,12.0,15,0,0.0365,0.1333333333333333,0.0666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,0,Text/Paragraph,0.9276550903692045
"semester at least 20 hours a week. During the summer, interns must be available to work full","[0, 0, 100, 20]",1,12.0,17,0,0.038,0.1176470588235294,0.0588235294117647,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,0,Text/Paragraph,0.9997312772509532
time for at least eight weeks.,"[0, 0, 100, 20]",1,12.0,6,0,0.0125,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,0,Text/Paragraph,0.7591710349487659
"Applications: Applications should include a resume, transcript and writing sample. First-year","[0, 0, 100, 20]",1,12.0,11,0,0.0415,0.1818181818181818,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,0,Text/Paragraph,0.782515047239416
students should not apply until they have received grades from all of their first semester classes.,"[0, 0, 100, 20]",1,12.0,16,0,0.042,0.1875,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,0,Text/Paragraph,0.9706350184957636
